date,skq_ret,hynix_ret,nav_total_trillion,nav_implied_ret,divergence,nav_discount_pct,nav_discount_delta,sector_semiconductor,kospi_ret,usd_krw,foreign_net,institution_net,shorting_balance,shorting_balance_ratio,shorting_volume_ratio,shorting_balance_change,fut_listed,fut_basis,fut_basis_pct,fut_volume,foreign_own_pct,individual_net,nav_total_trillion_v1,nav_implied_ret_v1,divergence_v1,nav_discount_pct_v1,nav_discount_delta_v1,nav_implied_ret_raw,nav_per_share,skq_shares_v2,skq_ret_v1
20251002,15.82,9.86,63.56,8.89,6.93,50.4,-3.0,3.11,2.7,1406.0,-49875068750.0,74784877500.0,50110.0,0.04,8.58,729.0,1.0,1500.0,0.63,27142.0,52.625,-26899763250.0,63.05,8.97,6.85,50.1,-3.0,8.89,479583.0,132540858.0,15.82
20251010,3.78,,68.37,7.56,-3.78,52.1,1.8,,,1401.9,-129788824500.0,104339385250.0,,,,,1.0,0.0,0.0,25236.0,52.46875,24355733000.0,67.79,,,51.9,,7.56,515824.0,132540858.0,
20251013,-0.61,-3.04,66.43,-2.83,2.22,51.0,-1.1,0.31,-0.72,1420.5,-23745400250.0,28792854250.0,34501.0,0.03,14.14,,1.0,500.0,0.204,15434.0,52.09375,-4538001500.0,65.89,-2.8,2.19,50.8,-1.1,-2.83,501223.0,132540858.0,-0.61
20251014,-4.48,-0.84,65.97,-0.69,-3.79,52.9,1.9,-1.61,-0.63,1427.7,-9896478750.0,8023892500.0,34876.0,0.03,20.01,375.0,1.0,2000.0,0.853,22268.0,52.0,114788500.0,65.38,-0.78,-3.7,52.6,1.8,-0.69,497743.0,132540858.0,-4.48
20251015,3.84,2.67,67.57,2.42,1.42,52.2,-0.7,2.88,2.68,1428.4,-14403056000.0,10322831500.0,34333.0,0.03,16.29,-543.0,1.0,-500.0,-0.205,10347.0,51.9375,3871959500.0,66.99,2.46,1.38,52.0,-0.6,2.42,509768.0,132540858.0,3.84
20251016,5.75,7.1,71.93,6.46,-0.71,52.6,0.3,1.82,2.49,1424.4,-42016197500.0,39163619500.0,32816.0,0.02,14.42,-1517.0,1.0,-1000.0,-0.388,20398.0,51.875,2244099000.0,71.37,6.54,-0.79,52.3,0.3,6.46,542714.0,132540858.0,5.75
20251017,0.0,2.87,73.8,2.59,-2.59,53.8,1.2,-1.42,0.01,1419.1,-5826077250.0,12264905750.0,28155.0,0.02,13.62,-4661.0,1.0,500.0,0.194,15739.0,51.75,-8256209750.0,73.27,2.66,-2.66,53.6,1.3,2.59,556780.0,132540858.0,0.0
20251020,1.75,4.3,76.71,3.94,-2.19,54.7,1.0,1.48,1.76,1419.5,-18972018500.0,16897722750.0,33347.0,0.03,13.18,5192.0,1.0,0.0,0.0,12790.0,51.75,1476353250.0,76.19,3.99,-2.24,54.6,1.0,3.94,578739.0,132540858.0,1.75
20251021,-2.29,-1.34,75.75,-1.24,-1.05,55.2,0.5,0.19,0.24,1420.2,1852081250.0,-2353972000.0,36022.0,0.03,16.72,2675.0,1.0,500.0,0.195,14149.0,51.6875,385848000.0,75.24,-1.25,-1.04,55.1,0.5,-1.24,571535.0,132540858.0,-2.29
20251022,0.98,0.52,76.12,0.48,0.5,55.0,-0.2,0.17,1.56,1423.7,10939804500.0,-5017422000.0,37127.0,0.03,13.86,1105.0,1.0,0.0,0.0,10181.0,51.6875,-5867242500.0,75.61,0.49,0.49,54.8,-0.3,0.48,574277.0,132540858.0,0.98
20251023,-2.13,-0.62,75.65,-0.61,-1.52,55.7,0.7,-0.55,-0.98,1430.1,-19945675750.0,10950474500.0,38245.0,0.03,10.06,1118.0,1.0,1500.0,0.593,14457.0,51.71875,8113476750.0,75.17,-0.58,-1.55,55.5,0.7,-0.61,570789.0,132540858.0,-2.13
20251024,7.11,6.58,80.27,6.1,1.01,55.2,-0.4,2.79,2.5,1436.6,-17018545750.0,39061176250.0,39906.0,0.03,8.25,1661.0,1.0,0.0,0.0,19219.0,51.65625,-21755150750.0,79.77,6.12,0.99,55.1,-0.4,6.1,605633.0,132540858.0,7.11
20251027,7.56,4.9,83.93,4.56,3.0,54.0,-1.3,1.77,2.57,1436.1,-27986140500.0,25712430750.0,36983.0,0.03,10.79,-2923.0,1.0,500.0,0.172,16122.0,51.625,2419054000.0,83.42,4.58,2.98,53.8,-1.3,4.56,633239.0,132540858.0,7.56
20251028,-6.69,-2.62,81.9,-2.42,-4.27,56.0,2.0,-1.53,-0.8,1432.5,-44866889000.0,10119011750.0,35459.0,0.03,13.03,-1524.0,1.0,3500.0,1.287,13436.0,51.53125,33539843500.0,81.38,-2.45,-4.24,55.9,2.1,-2.42,617912.0,132540858.0,-6.69
20251029,1.1,7.1,87.28,6.57,-5.47,58.2,2.3,3.27,1.76,1434.3,-25445938250.0,7643353750.0,37873.0,0.03,7.47,2414.0,1.0,0.0,0.0,19851.0,51.40625,15624306750.0,86.78,6.64,-5.54,58.1,2.2,6.57,658496.0,132540858.0,1.1
20251030,2.18,1.79,88.75,1.68,0.5,58.0,-0.2,0.78,0.14,1433.0,15067319750.0,-8046621000.0,42461.0,0.03,5.25,4588.0,1.0,-1000.0,-0.356,23694.0,51.34375,-8925923500.0,88.24,1.68,0.5,57.9,-0.2,1.68,669588.0,132540858.0,2.18
20251031,-7.47,-1.58,87.43,-1.49,-5.98,60.6,2.5,-0.55,0.5,1423.2,32069362000.0,-58597865250.0,40083.0,0.03,3.58,-2378.0,1.0,6000.0,2.308,35668.0,51.375,24885850000.0,86.92,-1.49,-5.98,60.5,2.6,-1.49,659616.0,132540858.0,-7.47
20251103,8.65,10.91,96.34,10.2,-1.55,61.1,0.6,3.11,2.78,1427.4,102384996500.0,-113837146750.0,47298.0,0.04,7.3,7215.0,1.0,500.0,0.177,23800.0,51.46875,9867485250.0,95.83,10.25,-1.6,61.1,0.6,10.2,726868.0,132540858.0,8.65
20251104,-3.01,-5.48,91.35,-5.18,2.17,60.2,-0.9,-1.3,-2.37,1429.0,48348383000.0,-33273783500.0,47194.0,0.04,4.37,-104.0,1.0,0.0,0.0,21727.0,51.75,-15038590750.0,90.87,-5.18,2.17,60.2,-0.9,-5.18,689211.0,132540858.0,-3.01
20251105,-5.11,-1.19,90.31,-1.14,-3.97,61.8,1.6,-0.86,-2.85,1437.7,7706675500.0,-23831431500.0,49547.0,0.04,11.16,2353.0,1.0,500.0,0.192,27966.0,51.875,14945286000.0,89.84,-1.13,-3.98,61.8,1.6,-1.14,681358.0,132540858.0,-5.11
20251106,3.85,2.42,92.37,2.28,1.57,61.3,-0.6,1.22,0.55,1447.0,9811024250.0,-7850509750.0,41837.0,0.03,3.85,-7710.0,1.0,-3500.0,-1.296,20383.0,51.90625,-2703977250.0,91.89,2.28,1.57,61.2,-0.6,2.28,696880.0,132540858.0,3.85
20251107,3.33,-2.19,90.47,-2.05,5.38,59.1,-2.1,-1.21,-1.81,1445.6,10849730250.0,6052396750.0,34248.0,0.03,3.65,-7589.0,1.0,2000.0,0.717,31326.0,51.9375,-16818950000.0,89.99,-2.07,5.4,59.0,-2.2,-2.05,682613.0,132540858.0,3.33
20251110,3.94,4.48,94.29,4.21,-0.27,59.2,0.1,1.32,3.02,1454.0,4090372750.0,4662092000.0,26401.0,0.02,14.89,-7847.0,1.0,2000.0,0.69,19643.0,51.96875,-9447599250.0,93.79,4.22,-0.28,59.2,0.2,4.21,711366.0,132540858.0,3.94
20251111,7.41,2.15,96.19,2.02,5.39,57.1,-2.1,1.58,0.81,1453.7,-40786376000.0,40191160500.0,26134.0,0.02,8.97,-267.0,1.0,-500.0,-0.161,37820.0,51.96875,443532000.0,95.69,2.02,5.39,57.0,-2.2,2.02,725701.0,132540858.0,7.41
20251112,3.53,-0.32,95.89,-0.31,3.84,55.4,-1.7,-1.03,1.07,1463.2,-33111413500.0,26695280000.0,23601.0,0.02,6.75,-2533.0,1.0,-2500.0,-0.775,21308.0,51.875,7023014500.0,95.4,-0.3,3.83,55.3,-1.7,-0.31,723453.0,132540858.0,3.53
20251113,0.31,-0.81,95.14,-0.78,1.09,54.9,-0.5,0.09,0.49,1466.4,-8582088000.0,6189143750.0,19238.0,0.01,19.09,-4363.0,1.0,-1000.0,-0.309,14930.0,51.78125,2882873500.0,94.67,-0.76,1.07,54.9,-0.4,-0.78,717845.0,132540858.0,0.31
20251114,-10.05,-8.5,87.53,-8.0,-2.05,55.9,1.0,-3.9,-3.81,1469.5,-37065758000.0,-11568293500.0,19063.0,0.01,11.98,-175.0,1.0,1000.0,0.344,18505.0,51.75,46628332250.0,87.07,-8.03,-2.02,55.9,1.0,-8.0,660383.0,132540858.0,-10.05
20251117,4.64,8.21,94.25,7.68,-3.04,57.2,1.2,2.03,1.94,1458.5,3438451500.0,7112719250.0,23005.0,0.02,14.05,3942.0,1.0,-1500.0,-0.493,16421.0,51.65625,-9726362000.0,93.79,7.72,-3.08,57.1,1.2,7.68,711090.0,132540858.0,4.64
20251118,-6.9,-5.94,88.99,-5.58,-1.32,57.8,0.6,-3.52,-3.32,1458.3,-24119899000.0,18680646000.0,18950.0,0.01,9.13,-4055.0,1.0,1000.0,0.353,18996.0,51.65625,6087188250.0,88.52,-5.61,-1.29,57.7,0.6,-5.58,671379.0,132540858.0,-6.9
20251119,-0.18,-1.4,87.82,-1.3,1.12,57.3,-0.5,-1.03,-0.61,1465.2,-42616331000.0,38606677750.0,27361.0,0.02,19.7,8411.0,1.0,1000.0,0.353,22653.0,51.59375,3826725750.0,87.36,-1.32,1.14,57.2,-0.5,-1.3,662618.0,132540858.0,-0.18
20251120,3.71,1.6,89.14,1.49,2.22,56.4,-0.9,1.07,1.92,1465.0,24889612500.0,-13937604500.0,29853.0,0.02,14.72,2492.0,1.0,-1500.0,-0.511,18607.0,51.46875,-10879436750.0,88.67,1.51,2.2,56.3,-0.9,1.49,672516.0,132540858.0,3.71
20251121,-9.37,-8.76,81.79,-8.24,-1.13,56.9,0.5,-5.85,-3.79,1468.4,-18997469750.0,2346402750.0,35375.0,0.03,8.38,5522.0,1.0,1500.0,0.564,16432.0,51.53125,16800796500.0,81.37,-8.24,-1.13,56.8,0.5,-8.24,617117.0,132540858.0,-9.37
20251124,3.76,-0.19,81.65,-0.17,3.93,55.4,-1.5,1.18,-0.19,1472.0,404399250.0,7536525750.0,37068.0,0.03,8.54,1693.0,1.0,500.0,0.181,21109.0,51.46875,-7475525000.0,81.22,-0.18,3.94,55.1,-1.7,-0.17,618159.0,132087115.0,3.76
20251125,5.25,-0.19,81.52,-0.16,5.41,52.9,-2.4,0.89,0.3,1473.5,28830447250.0,-1900134500.0,37510.0,0.03,5.9,442.0,1.0,-1500.0,-0.516,21874.0,51.46875,-23965429750.0,81.07,-0.18,5.43,52.7,-2.4,-0.16,617175.0,132087115.0,5.25
20251126,0.17,0.96,82.26,0.9,-0.73,53.3,0.3,2.24,2.67,1473.5,773085250.0,-535757750.0,33276.0,0.03,15.59,-4234.0,1.0,-1500.0,-0.515,16499.0,51.5625,793016250.0,81.8,0.9,-0.73,53.0,0.3,0.9,622734.0,132087115.0,0.17
20251127,3.44,3.82,85.18,3.55,-0.11,53.3,0.0,0.69,0.66,1462.7,-6324059500.0,21547124000.0,34266.0,0.03,18.51,990.0,1.0,-1500.0,-0.498,13636.0,51.5625,-13676691500.0,84.73,3.57,-0.13,53.1,0.1,3.55,644847.0,132087115.0,3.44
20251128,-1.0,-2.57,83.03,-2.51,1.51,52.6,-0.7,0.15,-1.51,1464.8,-1924347750.0,5837981500.0,32879.0,0.02,17.78,-1387.0,1.0,1000.0,0.336,8852.0,51.53125,-2313818000.0,82.68,-2.41,1.41,52.4,-0.7,-2.51,628632.0,132087115.0,-1.0
20251201,1.34,1.51,84.21,1.42,-0.08,52.6,0.0,0.53,-0.16,1465.9,7258660000.0,-3098189000.0,32639.0,0.02,18.9,-240.0,1.0,-1500.0,-0.497,12438.0,51.53125,-3396980000.0,83.85,1.41,-0.07,52.4,0.0,1.42,637528.0,132087115.0,1.34
20251202,2.15,3.72,87.12,3.46,-1.31,53.2,0.6,1.23,1.9,1469.1,-6661967250.0,13308723500.0,32493.0,0.02,21.78,-146.0,1.0,0.0,0.0,13448.0,51.53125,-5873897250.0,86.77,3.48,-1.33,53.0,0.6,3.46,659593.0,132087115.0,2.15
20251203,0.65,-1.08,86.25,-1.01,1.66,52.4,-0.8,0.12,1.04,1469.6,-26828250.0,6427073000.0,32493.0,0.02,15.34,0.0,1.0,-1500.0,-0.483,13129.0,51.53125,-6286616000.0,85.9,-1.01,1.66,52.3,-0.7,-1.01,652963.0,132087115.0,0.65
20251204,0.64,-1.81,84.79,-1.69,2.33,51.3,-1.1,-1.08,-0.19,1468.7,31491675000.0,-35321171750.0,28729.0,0.02,14.48,-3764.0,1.0,-500.0,-0.16,11314.0,51.5,4242049000.0,84.44,-1.7,2.34,51.1,-1.2,-1.69,641935.0,132087115.0,0.64
20251205,-3.36,0.37,85.12,0.38,-3.74,53.1,1.8,1.27,1.78,1471.5,-15428054750.0,-7941868000.0,28682.0,0.02,11.7,-47.0,1.0,0.0,0.0,11944.0,51.59375,23009696250.0,84.73,0.35,-3.71,52.9,1.8,0.38,644395.0,132087115.0,-3.36
20251208,6.62,6.07,89.93,5.65,0.97,52.7,-0.4,1.53,1.34,1472.1,12863069250.0,14359825500.0,45931.0,0.03,15.24,17249.0,1.0,-2500.0,-0.776,18918.0,51.53125,-26122169000.0,89.55,5.69,0.93,52.5,-0.4,5.65,680811.0,132087115.0,6.62
20251209,0.31,-1.91,88.32,-1.78,2.09,51.7,-1.0,-0.69,-0.27,1469.0,3821819750.0,10502533500.0,23909.0,0.02,10.39,-22022.0,1.0,-1500.0,-0.464,20268.0,51.59375,-13615434250.0,87.94,-1.79,2.1,51.5,-1.0,-1.78,668669.0,132087115.0,0.31
20251210,0.31,3.71,91.39,3.47,-3.16,53.2,1.5,0.07,-0.21,1470.4,-8725424000.0,9447565250.0,24050.0,0.02,11.65,141.0,1.0,-2500.0,-0.772,17584.0,51.59375,484875000.0,91.01,3.49,-3.18,53.0,1.5,3.47,691901.0,132087115.0,0.31
20251211,-5.09,-3.75,88.17,-3.53,-1.56,53.9,0.8,-0.72,-0.59,1470.4,6797688250.0,-17794818000.0,24483.0,0.02,6.16,433.0,1.0,1500.0,0.488,9509.0,51.5625,10914016250.0,87.8,-3.53,-1.56,53.7,0.7,-3.53,667490.0,132087115.0,-5.09
20251212,0.16,1.06,89.04,0.99,-0.83,54.3,0.4,0.4,1.38,1469.5,-14248555000.0,9811635250.0,23732.0,0.02,6.67,-751.0,1.0,2000.0,0.649,10632.0,51.59375,4944442250.0,88.68,1.0,-0.84,54.1,0.4,0.99,674113.0,132087115.0,0.16
20251215,-5.03,-2.98,86.55,-2.8,-2.23,55.4,1.0,-1.76,-1.84,1472.5,-14746412250.0,-23232857500.0,23740.0,0.02,8.63,8.0,1.0,500.0,0.171,11835.0,51.59375,37705488250.0,86.2,-2.8,-2.23,55.2,1.1,-2.8,655268.0,132087115.0,-5.03
20251216,-3.93,-4.33,83.03,-4.07,0.14,55.3,-0.1,-2.88,-2.24,1474.1,1920228000.0,-6628093500.0,28540.0,0.02,7.26,4800.0,1.0,2500.0,0.89,8136.0,51.5625,4639532250.0,82.69,-4.07,0.14,55.1,-0.1,-4.07,628579.0,132087115.0,-3.93
20251217,0.71,3.96,86.11,3.71,-3.0,56.6,1.3,3.17,1.43,1472.4,-27658481500.0,20242003000.0,26447.0,0.02,6.01,-2093.0,1.0,1500.0,0.53,16042.0,51.75,7040836500.0,85.76,3.71,-3.0,56.4,1.3,3.71,651929.0,132087115.0,0.71
20251218,2.65,0.18,86.24,0.15,2.5,55.5,-1.1,-1.21,-1.53,1478.6,-9752461750.0,17528321750.0,25855.0,0.02,1.08,-592.0,1.0,2000.0,0.688,20806.0,51.65625,-8278026500.0,85.91,0.17,2.48,55.3,-1.1,0.15,652904.0,132087115.0,2.65
20251219,0.0,-0.91,85.51,-0.84,0.84,55.1,-0.4,-0.32,0.65,1477.2,-19251061500.0,15606508250.0,22177.0,0.02,1.18,-3678.0,1.0,2500.0,0.861,10049.0,51.625,4018805250.0,85.18,-0.85,0.85,55.0,-0.3,-0.84,647390.0,132087115.0,0.0
20251222,8.43,6.03,90.34,5.65,2.78,53.9,-1.2,3.74,2.12,1477.8,-10290687000.0,36425559250.0,18563.0,0.01,2.25,-3614.0,1.0,1000.0,0.317,11726.0,51.5625,-24998962000.0,90.0,5.66,2.77,53.8,-1.2,5.65,683952.0,132087115.0,8.43
20251223,0.0,0.69,90.94,0.67,-0.67,54.2,0.3,0.71,0.28,1478.9,-990658000.0,4470449000.0,18563.0,0.01,1.05,0.0,1.0,1000.0,0.317,6297.0,51.5625,-3110949500.0,90.58,0.65,-0.65,54.1,0.3,0.67,688503.0,132087115.0,0.0
20251224,1.9,0.68,91.52,0.63,1.27,53.7,-0.6,-1.42,-0.21,1483.4,3950650250.0,7757775750.0,18563.0,0.01,4.61,0.0,1.0,1500.0,0.467,6008.0,51.53125,-11322681250.0,91.17,0.64,1.26,53.5,-0.6,0.63,692852.0,132087115.0,1.9
20251226,4.21,,93.11,1.74,2.47,52.6,-1.1,,,1460.6,14454473500.0,17056865750.0,18563.0,0.01,3.2,0.0,1.0,1000.0,0.299,16012.0,51.5625,-29497851250.0,92.77,,,52.4,,1.74,704919.0,132087115.0,
20251229,3.44,6.84,99.08,6.41,-2.97,53.9,1.3,0.29,2.2,1442.3,-37824074000.0,29684347000.0,18563.0,0.01,3.43,,1.0,-500.0,-0.145,13890.0,51.59375,8544184250.0,98.76,6.45,-3.01,53.7,1.3,6.41,750135.0,132087115.0,3.44
20251230,6.36,1.72,100.68,1.62,4.74,51.7,-2.1,0.47,-0.15,1433.9,2077329000.0,12336944000.0,18550.0,0.01,19.43,-13.0,1.0,0.0,0.0,20949.0,51.53125,-14445554000.0,100.37,1.63,4.73,51.6,-2.1,1.62,762253.0,132087115.0,6.36
20260102,6.52,,104.08,3.76,2.76,50.2,-1.5,,,1434.9,-34777965250.0,27799802750.0,31860.0,0.02,10.49,13310.0,1.0,-1500.0,-0.383,17287.0,51.53125,7674807500.0,104.16,,,50.3,,3.37,787956.0,132087115.0,
20260105,6.12,2.81,106.86,2.67,3.45,48.6,-1.7,3.4,3.43,1442.1,8716378750.0,-3832763500.0,18550.0,0.01,13.71,,1.0,-2000.0,-0.481,20207.0,51.46875,-2568268500.0,106.94,2.66,3.46,48.6,-1.7,2.67,809002.0,132087115.0,6.12
20260106,3.85,4.31,111.25,4.11,-0.26,48.7,0.1,2.84,1.52,1446.8,-8608076750.0,446893500.0,18550.0,0.01,14.24,0.0,1.0,-5000.0,-1.157,23010.0,51.5,11401517000.0,111.32,4.1,-0.25,48.7,0.1,4.11,842246.0,132087115.0,3.85
20260107,-0.58,2.2,113.6,2.11,-2.69,50.1,1.4,0.16,0.57,1445.7,-11243362500.0,-17190033250.0,18016.0,0.01,8.81,-534.0,1.0,-500.0,-0.116,26108.0,51.5,27286304500.0,113.66,2.1,-2.68,50.1,1.4,2.11,860004.0,132087115.0,-0.58
20260108,0.23,1.89,115.63,1.8,-1.57,50.8,0.8,0.62,0.03,1448.3,-25921700250.0,31612045000.0,25639.0,0.02,7.52,7623.0,1.0,-4500.0,-1.045,22703.0,51.46875,-6502786250.0,115.7,1.8,-1.57,50.9,0.8,1.8,875445.0,132087115.0,0.23
20260109,0.0,-1.59,113.89,-1.51,1.51,50.1,-0.8,-0.91,0.75,1449.4,-1106926250.0,8354600500.0,19734.0,0.01,3.61,-5905.0,1.0,500.0,0.116,15751.0,51.4375,-6848889000.0,113.95,-1.52,1.52,50.1,-0.8,-1.51,862226.0,132087115.0,0.0
20260112,-0.7,0.67,114.61,0.64,-1.34,50.7,0.7,0.72,0.84,1455.7,11108325500.0,-5951131000.0,17290.0,0.01,3.21,-2444.0,1.0,500.0,0.117,18118.0,51.40625,-5356927000.0,114.68,0.64,-1.34,50.8,0.7,0.64,867723.0,132087115.0,-0.7
20260113,-0.23,-1.47,113.01,-1.4,1.17,50.2,-0.6,0.31,1.47,1464.1,24185161750.0,-11191805250.0,33824.0,0.03,6.64,16534.0,1.0,500.0,0.117,12034.0,51.4375,-12071988250.0,113.07,-1.4,1.17,50.2,-0.6,-1.4,855595.0,132087115.0,-0.23
20260114,2.11,0.54,113.59,0.51,1.6,49.4,-0.8,1.12,0.65,1472.8,22520589750.0,-5075874250.0,34826.0,0.03,6.1,1002.0,1.0,-1000.0,-0.23,10521.0,51.375,-16245502000.0,113.66,0.52,1.59,49.4,-0.8,0.51,859996.0,132087115.0,2.11
20260115,-1.38,0.94,114.63,0.91,-2.29,50.5,1.1,0.59,1.58,1477.5,-16323261250.0,-7092435250.0,32690.0,0.02,6.06,-2136.0,1.0,0.0,0.0,11457.0,51.40625,24479225500.0,114.68,0.9,-2.28,50.5,1.1,0.91,867810.0,132087115.0,-1.38
20260116,3.96,0.93,115.63,0.88,3.08,49.0,-1.5,1.33,0.9,1469.7,35161091250.0,4624022500.0,36538.0,0.03,6.67,3848.0,1.0,1500.0,0.336,16408.0,51.375,-39100654500.0,115.7,0.89,3.07,49.0,-1.5,0.88,875411.0,132087115.0,3.96
20260119,-2.46,1.06,116.81,1.02,-3.48,50.8,1.8,1.32,1.32,1473.5,-10611780000.0,-22890765000.0,21386.0,0.02,3.9,-15152.0,1.0,500.0,0.115,14372.0,51.4375,33095570250.0,116.87,1.01,-3.47,50.8,1.8,1.02,884335.0,132087115.0,-2.46
20260120,-1.95,-2.75,113.74,-2.62,0.67,50.4,-0.3,-1.74,-0.39,1473.6,14356489000.0,-10615247000.0,21058.0,0.02,3.93,-328.0,1.0,0.0,0.0,12533.0,51.40625,-3859595500.0,113.8,-2.62,0.67,50.4,-0.4,-2.62,861130.0,132087115.0,-1.95
20260121,0.7,-0.4,113.31,-0.38,1.08,49.9,-0.5,0.11,0.49,1477.0,17057081000.0,1654858500.0,26745.0,0.02,4.47,5687.0,1.0,2000.0,0.465,16090.0,51.4375,-17821993000.0,113.36,-0.39,1.09,49.9,-0.5,-0.38,857817.0,132087115.0,0.7
20260122,3.84,2.03,115.49,1.93,1.91,48.9,-0.9,0.47,0.87,1472.8,12337965250.0,29045586250.0,21095.0,0.02,4.02,-5650.0,1.0,-500.0,-0.112,26539.0,51.46875,-40534887750.0,115.56,1.93,1.91,49.0,-0.9,1.93,874331.0,132087115.0,3.84
20260123,-0.22,1.59,117.25,1.52,-1.74,49.8,0.9,1.48,0.76,1468.4,-12769444750.0,5085983250.0,19957.0,0.02,1.51,-1138.0,1.0,2000.0,0.449,15707.0,51.5,8013183000.0,117.31,1.52,-1.74,49.8,0.8,1.52,887642.0,132087115.0,-0.22
20260126,-1.01,-4.04,112.7,-3.87,2.86,48.3,-1.5,0.3,-0.81,1467.2,48282549000.0,-33546428000.0,20328.0,0.02,4.59,371.0,1.0,-1000.0,-0.227,13625.0,51.46875,-14629990750.0,112.78,-3.86,2.85,48.4,-1.4,-3.87,853261.0,132087115.0,-1.01
20260127,7.26,8.7,122.04,8.28,-1.02,48.8,0.5,4.09,2.73,1442.8,-7728938500.0,27464686750.0,20321.0,0.02,2.38,-7.0,1.0,-500.0,-0.106,25866.0,51.5625,-18654876250.0,122.13,8.29,-1.03,48.8,0.4,8.28,923920.0,132087115.0,7.26
20260128,6.55,5.13,128.04,4.91,1.64,48.0,-0.8,3.52,1.69,1448.8,-8114836000.0,12202653250.0,17505.0,0.01,4.09,-2816.0,1.0,0.0,0.0,28306.0,51.53125,-2253272250.0,128.12,4.9,1.65,48.0,-0.8,4.91,969331.0,132087115.0,6.55
20260129,5.36,2.38,130.96,2.28,3.08,46.4,-1.6,0.85,0.98,1428.6,-9497330500.0,2105553000.0,16919.0,0.01,5.75,-586.0,1.0,-1000.0,-0.188,35261.0,51.53125,10327000000.0,131.04,2.28,3.08,46.5,-1.5,2.28,991439.0,132087115.0,5.36
20260130,7.34,5.57,137.95,5.34,2.0,45.4,-1.0,2.63,0.06,1427.0,-38406898000.0,21574292500.0,16101.0,0.01,3.3,-818.0,1.0,-5000.0,-0.877,35666.0,51.5,22557657000.0,138.06,5.35,1.99,45.5,-1.0,5.34,1044419.0,132087115.0,7.34
20260202,-11.4,-8.69,126.4,-8.38,-3.02,47.2,1.8,-4.38,-5.26,1436.7,-146490053750.0,30224706000.0,15635.0,0.01,1.98,-466.0,1.0,2000.0,0.396,45301.0,51.4375,111260402250.0,126.51,-8.36,-3.04,47.3,1.8,-8.38,956918.0,132087115.0,-11.4
20260203,8.12,9.28,137.64,8.9,-0.78,47.6,0.4,6.31,6.84,1457.3,-111710551500.0,118175819000.0,18850.0,0.01,1.63,3215.0,1.0,2000.0,0.366,36515.0,51.1875,-5742377000.0,137.76,8.89,-0.77,47.6,0.3,8.9,1042047.0,132087115.0,8.12
20260204,4.21,-0.77,136.54,-0.8,5.01,45.0,-2.6,1.02,1.57,1449.0,-71157998500.0,85118189000.0,19188.0,0.01,1.72,338.0,1.0,2000.0,0.351,33727.0,51.0,-12744134000.0,136.75,-0.74,4.95,45.0,-2.6,-0.8,1033699.0,132087115.0,4.21
20260205,-6.15,-6.44,128.05,-6.21,0.06,44.9,-0.0,-4.19,-3.86,1451.2,-43795923500.0,-41591426000.0,18634.0,0.01,2.47,-554.0,1.0,4000.0,0.749,33666.0,50.90625,77873268000.0,128.27,-6.2,0.05,45.0,0.0,-6.21,969472.0,132087115.0,-6.15
20260206,-3.75,-0.36,127.61,-0.35,-3.4,46.8,1.9,0.39,-1.44,1464.1,-91262322500.0,36413581750.0,19508.0,0.01,4.15,874.0,1.0,2000.0,0.389,38916.0,50.78125,52929692750.0,127.83,-0.34,-3.41,46.9,1.9,-0.35,966123.0,132087115.0,-3.75
20260209,9.53,5.72,134.63,5.5,4.03,44.8,-2.0,3.69,4.1,1470.3,-12252429500.0,96068538500.0,18987.0,0.01,0.98,-521.0,1.0,0.0,0.0,24355.0,50.625,-79668800500.0,134.85,5.5,4.03,44.9,-2.0,5.5,1019267.0,132087115.0,9.53
20260210,-3.55,-1.24,133.03,-1.19,-2.36,46.1,1.3,-1.37,0.07,1464.3,-50200908500.0,28023094500.0,17290.0,0.01,3.7,-1697.0,1.0,-2000.0,-0.368,14972.0,50.625,23433741000.0,133.25,-1.19,-2.36,46.2,1.3,-1.19,1007122.0,132087115.0,-3.55
20260211,-2.03,-1.83,130.69,-1.76,-0.27,46.2,0.1,-1.06,1.0,1457.7,-27786888000.0,-857025500.0,14923.0,0.01,3.87,-2367.0,1.0,-5000.0,-0.94,13878.0,50.53125,28032696000.0,130.91,-1.76,-0.27,46.3,0.1,-1.76,989423.0,132087115.0,-2.03
20260212,7.14,3.26,134.78,3.13,4.01,44.1,-2.1,2.94,3.13,1454.4,26804016000.0,46762050500.0,17187.0,0.01,3.81,2264.0,1.0,0.0,0.0,20973.0,50.5,-72303439000.0,135.0,3.12,4.02,44.2,-2.1,3.13,1020369.0,132087115.0,7.14
20260213,-2.11,-0.9,133.6,-0.87,-1.24,44.8,0.7,-0.97,-0.28,1443.4,1604419500.0,-8241511500.0,13267.0,0.01,2.1,-3920.0,1.0,1000.0,0.179,20673.0,50.53125,6823793000.0,133.83,-0.86,-1.25,44.9,0.7,-0.87,1011489.0,132087115.0,-2.11
20260219,1.43,,135.66,1.53,-0.1,44.9,0.1,,,1443.1,-56048498000.0,67397760000.0,,,,,1.0,6000.0,1.06,13229.0,50.5,-12193748500.0,135.88,,,45.0,,1.53,1027014.0,132087115.0,
